head,relation,tail
POST_127,mentionsEntity,Asia Cup
POST_127,mentionsEntity,Australia
POST_127,mentionsEntity,Hardik Pandya
POST_127,mentionsEntity,He
POST_127,mentionsEntity,India
POST_127,mentionsEntity,and expected
POST_127,mentionsEntity,asia cup
POST_127,mentionsEntity,confirmed return
POST_127,mentionsEntity,date yet
POST_127,mentionsEntity,during the
POST_127,mentionsEntity,from india
POST_127,mentionsEntity,hardik pandya
POST_127,mentionsEntity,in recovery
POST_127,mentionsEntity,injury sustained
POST_127,mentionsEntity,is missing
POST_127,mentionsEntity,left quadriceps
POST_127,mentionsEntity,rehab soon
POST_127,mentionsEntity,s currently
POST_127,mentionsEntity,s odi
POST_127,mentionsEntity,squads for
POST_127,mentionsEntity,the australia
POST_127,mentionsEntity,to a
POST_127,mentionsEntity,to start
POST_127,mentionsEntity,tour due
POST_127,mentionsEntity,with no
POST_127,postedAtHour,12
POST_127,postedAtMonth,Oct
POST_127,postedAtYear,2025
POST_128,hasNumber,12
POST_128,hasSentiment,sent_neutral
POST_128,isAboutEvent,None
POST_128,mentionsEntity,am est
POST_128,mentionsEntity,asia og
POST_128,mentionsEntity,for oce
POST_128,mentionsEntity,kibbel starts
POST_128,mentionsEntity,zb cup
POST_128,postedAtHour,12
POST_128,postedAtMonth,Oct
POST_128,postedAtYear,2025
POST_129,hasKeyword,asia cup
POST_129,hasSentiment,sent_neutral
POST_129,isAboutEvent,2025
POST_129,isAboutEvent,Asia
POST_129,isAboutEvent,Cup
POST_129,mentionsEntity,And
POST_129,mentionsEntity,Asia
POST_129,mentionsEntity,Rightly
POST_129,mentionsEntity,and in
POST_129,mentionsEntity,asia cup
POST_129,mentionsEntity,followed you
POST_129,mentionsEntity,i never
POST_129,mentionsEntity,i was
POST_129,mentionsEntity,return yes
POST_129,mentionsEntity,rightly so
POST_129,mentionsEntity,stop being
POST_129,mentionsEntity,they treat
POST_129,mentionsEntity,thinking to
POST_129,mentionsEntity,un follow
POST_129,mentionsEntity,you but
POST_129,mentionsEntity,you like
POST_129,postedAtHour,11
POST_129,postedAtMonth,Oct
POST_129,postedAtYear,2025
POST_13,hasHashtag,#cricket
POST_13,hasHashtag,#natsciverbrunt
POST_13,hasHashtag,#wwc2025
POST_13,hasKeyword,cricketworldcup
POST_13,hasKeyword,world cup
POST_13,hasKeyword,wwc2025
POST_13,hasNumber,2025
POST_13,hasSentiment,sent_neutral
POST_13,isAboutEvent,2025
POST_13,isAboutEvent,Cricket
POST_13,isAboutEvent,Cup
POST_13,isAboutEvent,World
POST_13,mentionsEntity,Brunt
POST_13,mentionsEntity,Cricket
POST_13,mentionsEntity,Full
POST_13,mentionsEntity,India
POST_13,mentionsEntity,Nat Sciver
POST_13,mentionsEntity,The England
POST_13,mentionsEntity,This
POST_13,mentionsEntity,World Cup
POST_13,mentionsEntity,a home
POST_13,mentionsEntity,be a
POST_13,mentionsEntity,been waiting
POST_13,mentionsEntity,brunt on
POST_13,mentionsEntity,captain believes
POST_13,mentionsEntity,changer the
POST_13,mentionsEntity,could be
POST_13,mentionsEntity,for women
POST_13,mentionsEntity,full story
POST_13,mentionsEntity,in india
POST_13,mentionsEntity,nat sciver
POST_13,mentionsEntity,s cricket
POST_13,mentionsEntity,seismic moment
POST_13,mentionsEntity,sport has
POST_13,mentionsEntity,the england
POST_13,mentionsEntity,the game
POST_13,mentionsEntity,this could
POST_13,mentionsEntity,world cup
POST_13,mentionsUser,cricketworldcup
POST_13,mentionsUser,ecb_cricket
POST_13,mentionsUser,englandcricket
POST_13,mentionsUser,icc
POST_13,mentionsUser,natsciver
POST_13,postedAtHour,10
POST_13,postedAtMonth,Sep
POST_13,postedAtYear,2025
POST_130,hasKeyword,asia cup
POST_130,hasSentiment,sent_neutral
POST_130,isAboutEvent,2025
POST_130,isAboutEvent,Asia
POST_130,isAboutEvent,Cup
POST_130,mentionsEntity,How
POST_130,mentionsEntity,how many
POST_130,mentionsEntity,in asia
POST_130,mentionsEntity,matches did
POST_130,mentionsEntity,you play
POST_130,postedAtHour,11
POST_130,postedAtMonth,Oct
POST_130,postedAtYear,2025
POST_131,hasKeyword,asia cup
POST_131,hasSentiment,sent_neutral
POST_131,isAboutEvent,2025
POST_131,isAboutEvent,Asia
POST_131,isAboutEvent,Cup
POST_131,mentionsEntity,Asia Cup
POST_131,mentionsEntity,Nqvi
POST_131,mentionsEntity,Of
POST_131,mentionsEntity,asia cup
POST_131,mentionsEntity,he deserves
POST_131,mentionsEntity,he won
POST_131,mentionsEntity,hmmm in
POST_131,mentionsEntity,it because
POST_131,mentionsEntity,of course
POST_131,mentionsEntity,s dream
POST_131,postedAtHour,11
POST_131,postedAtMonth,Oct
POST_131,postedAtYear,2025
POST_132,hasSentiment,sent_positive
POST_132,isAboutEvent,None
POST_132,mentionsEntity,Asia
POST_132,mentionsEntity,lfd asia
POST_132,mentionsEntity,need good
POST_132,mentionsEntity,reload cup
POST_132,postedAtHour,11
POST_132,postedAtMonth,Oct
POST_132,postedAtYear,2025
POST_133,hasKeyword,asia cup
POST_133,hasKeyword,world cup
POST_133,hasSentiment,sent_positive
POST_133,isAboutEvent,Both
POST_133,isAboutEvent,Events
POST_133,mentionsEntity,Asia Cup
POST_133,mentionsEntity,Bro
POST_133,mentionsEntity,Wtf
POST_133,mentionsEntity,an asia
POST_133,mentionsEntity,and a
POST_133,mentionsEntity,bro they
POST_133,mentionsEntity,champions trophy
POST_133,mentionsEntity,played two
POST_133,mentionsEntity,world cups
POST_133,mentionsEntity,wtf you
POST_133,postedAtHour,11
POST_133,postedAtMonth,Oct
POST_133,postedAtYear,2025
POST_134,hasKeyword,asia cup
POST_134,hasKeyword,asia cup 2025
POST_134,hasNumber,2025
POST_134,hasSentiment,sent_neutral
POST_134,isAboutEvent,2025
POST_134,isAboutEvent,Asia
POST_134,isAboutEvent,Cup
POST_134,mentionsEntity,Asia Cup
POST_134,mentionsEntity,Dadi
POST_134,mentionsEntity,She
POST_134,mentionsEntity,The
POST_134,mentionsEntity,commentator award
POST_134,mentionsEntity,goes to
POST_134,mentionsEntity,icc asia
POST_134,mentionsEntity,it all
POST_134,mentionsEntity,she knows
POST_134,mentionsEntity,the best
POST_134,postedAtHour,11
POST_134,postedAtMonth,Oct
POST_134,postedAtYear,2025
POST_135,hasHashtag,#indvaus
POST_135,hasKeyword,asia cup
POST_135,hasNumber,160
POST_135,hasSentiment,sent_neutral
POST_135,isAboutEvent,2025
POST_135,isAboutEvent,Asia
POST_135,isAboutEvent,Cup
POST_135,mentionsEntity,Asia Cup
POST_135,mentionsEntity,Australia
POST_135,mentionsEntity,He
POST_135,mentionsEntity,How
POST_135,mentionsEntity,Jaiswal
POST_135,mentionsEntity,Meanwhile
POST_135,mentionsEntity,Shubman Gill
POST_135,mentionsEntity,This
POST_135,mentionsEntity,a flop
POST_135,mentionsEntity,a place
POST_135,mentionsEntity,asia cup
POST_135,mentionsEntity,even deserve
POST_135,mentionsEntity,favouritism than
POST_135,mentionsEntity,he was
POST_135,mentionsEntity,how does
POST_135,mentionsEntity,in the
POST_135,mentionsEntity,is sidelined
POST_135,mentionsEntity,jaiswal with
POST_135,mentionsEntity,more like
POST_135,mentionsEntity,s rewarded
POST_135,mentionsEntity,shubman gill
POST_135,mentionsEntity,squad against
POST_135,mentionsEntity,strike rate
POST_135,mentionsEntity,this looks
POST_135,mentionsEntity,with vice
POST_135,mentionsEntity,yet somehow
POST_135,postedAtHour,11
POST_135,postedAtMonth,Oct
POST_135,postedAtYear,2025
POST_136,hasHashtag,#adadikompaskompas
POST_136,hasHashtag,#olahraga
POST_136,hasSentiment,sent_negative
POST_136,isAboutEvent,None
POST_136,mentionsEntity,Asia Talent Cup
POST_136,mentionsEntity,Davino Britani
POST_136,mentionsEntity,Olahraga
POST_136,mentionsEntity,Sirkuit Mandalika
POST_136,mentionsEntity,ajang asia
POST_136,mentionsEntity,balapan pertama
POST_136,mentionsEntity,davino britani
POST_136,mentionsEntity,dengan finis
POST_136,mentionsEntity,di posisi
POST_136,mentionsEntity,di sirkuit
POST_136,mentionsEntity,keempat dalam
POST_136,mentionsEntity,menunjukan peningkatan
POST_136,mentionsEntity,persaingan di
POST_136,mentionsEntity,signifikan dalam
POST_136,mentionsEntity,talent cup
POST_136,postedAtHour,11
POST_136,postedAtMonth,Oct
POST_136,postedAtYear,2025
POST_137,hasKeyword,asia cup
POST_137,hasSentiment,sent_positive
POST_137,isAboutEvent,2025
POST_137,isAboutEvent,Asia
POST_137,isAboutEvent,Cup
POST_137,mentionsEntity,Asia Cup
POST_137,mentionsEntity,Naqvi
POST_137,mentionsEntity,cup with
POST_137,mentionsEntity,innocence of
POST_137,mentionsEntity,naqvi showing
POST_137,mentionsEntity,not having
POST_137,mentionsEntity,the asia
POST_137,postedAtHour,11
POST_137,postedAtMonth,Oct
POST_137,postedAtYear,2025
POST_138,hasKeyword,asia cup
POST_138,hasSentiment,sent_neutral
POST_138,isAboutEvent,2025
POST_138,isAboutEvent,Asia
POST_138,isAboutEvent,Cup
POST_138,mentionsEntity,Squandered
POST_138,mentionsEntity,The
POST_138,mentionsEntity,Under Rohit
POST_138,mentionsEntity,Well
POST_138,mentionsEntity,a farce
POST_138,mentionsEntity,and the
POST_138,mentionsEntity,any self
POST_138,mentionsEntity,competition as
POST_138,mentionsEntity,confidence he
POST_138,mentionsEntity,cup was
POST_138,mentionsEntity,he built
POST_138,mentionsEntity,he tried
POST_138,mentionsEntity,in eng
POST_138,mentionsEntity,instilled in
POST_138,mentionsEntity,it doesn
POST_138,mentionsEntity,on flattest
POST_138,mentionsEntity,pitches ever
POST_138,mentionsEntity,respect it
POST_138,mentionsEntity,s leadership
POST_138,mentionsEntity,squandered opportunity
POST_138,mentionsEntity,such so
POST_138,mentionsEntity,t count
POST_138,mentionsEntity,the asia
POST_138,mentionsEntity,the team
POST_138,mentionsEntity,the tries
POST_138,mentionsEntity,under rohit
POST_138,mentionsEntity,well if
POST_138,mentionsEntity,with no
POST_138,mentionsEntity,you have
POST_138,postedAtHour,11
POST_138,postedAtMonth,Oct
POST_138,postedAtYear,2025
POST_139,hasHashtag,#adadikompaskompas
POST_139,hasHashtag,#olahraga
POST_139,hasSentiment,sent_negative
POST_139,isAboutEvent,None
POST_139,mentionsEntity,Asia Talent Cup
POST_139,mentionsEntity,Davino Britani
POST_139,mentionsEntity,Olahraga
POST_139,mentionsEntity,Sirkuit Mandalika
POST_139,mentionsEntity,ajang asia
POST_139,mentionsEntity,balapan pertama
POST_139,mentionsEntity,davino britani
POST_139,mentionsEntity,dengan finis
POST_139,mentionsEntity,di posisi
POST_139,mentionsEntity,di sirkuit
POST_139,mentionsEntity,keempat dalam
POST_139,mentionsEntity,menunjukan peningkatan
POST_139,mentionsEntity,persaingan di
POST_139,mentionsEntity,signifikan dalam
POST_139,mentionsEntity,talent cup
POST_139,postedAtHour,11
POST_139,postedAtMonth,Oct
POST_139,postedAtYear,2025
POST_14,hasHashtag,#cricket
POST_14,hasHashtag,#icc
POST_14,hasHashtag,#indiasrilankamatch
POST_14,hasHashtag,#sports
POST_14,hasHashtag,#womensindianteamvtvgujarati
POST_14,hasHashtag,#womensworldcup2025
POST_14,hasNumber,59
POST_14,hasSentiment,sent_neutral
POST_14,isAboutEvent,None
POST_14,mentionsEntity,Cricket
POST_14,mentionsEntity,Sports
POST_14,postedAtHour,9
POST_14,postedAtMonth,Sep
POST_14,postedAtYear,2025
POST_140,hasKeyword,asia cup
POST_140,hasSentiment,sent_negative
POST_140,isAboutEvent,2025
POST_140,isAboutEvent,Asia
POST_140,isAboutEvent,Cup
POST_140,mentionsEntity,Asia Cup
POST_140,mentionsEntity,Australia
POST_140,mentionsEntity,Gill
POST_140,mentionsEntity,He
POST_140,mentionsEntity,It
POST_140,mentionsEntity,Stop
POST_140,mentionsEntity,They
POST_140,mentionsEntity,a woman
POST_140,mentionsEntity,and did
POST_140,mentionsEntity,and shaming
POST_140,mentionsEntity,asia cup
POST_140,mentionsEntity,be humiliated
POST_140,mentionsEntity,for no
POST_140,mentionsEntity,gill to
POST_140,mentionsEntity,he performed
POST_140,mentionsEntity,him for
POST_140,mentionsEntity,him not
POST_140,mentionsEntity,his best
POST_140,mentionsEntity,in australia
POST_140,mentionsEntity,loss for
POST_140,mentionsEntity,not playing
POST_140,mentionsEntity,reason and
POST_140,mentionsEntity,s called
POST_140,mentionsEntity,s dirty
POST_140,mentionsEntity,s their
POST_140,mentionsEntity,stop blaming
POST_140,mentionsEntity,test cricket
POST_140,mentionsEntity,they want
POST_140,mentionsEntity,tok cuz
POST_140,mentionsEntity,was not
POST_140,postedAtHour,10
POST_140,postedAtMonth,Oct
POST_140,postedAtYear,2025
POST_141,hasKeyword,asia cup
POST_141,hasNumber,2025
POST_141,hasSentiment,sent_negative
POST_141,isAboutEvent,2025
POST_141,isAboutEvent,Asia
POST_141,isAboutEvent,Cup
POST_141,mentionsEntity,As
POST_141,mentionsEntity,Asia Cup
POST_141,mentionsEntity,Dubai
POST_141,mentionsEntity,Farhan
POST_141,mentionsEntity,India
POST_141,mentionsEntity,Pakistan
POST_141,mentionsEntity,Super Four
POST_141,mentionsEntity,Whether
POST_141,mentionsEntity,all three
POST_141,mentionsEntity,and final
POST_141,mentionsEntity,as for
POST_141,mentionsEntity,asia cup
POST_141,mentionsEntity,can be
POST_141,mentionsEntity,deserves celebration
POST_141,mentionsEntity,farhan marked
POST_141,mentionsEntity,fifty in
POST_141,mentionsEntity,four game
POST_141,mentionsEntity,group stage
POST_141,mentionsEntity,gun gesture
POST_141,mentionsEntity,highlighted even
POST_141,mentionsEntity,his bat
POST_141,mentionsEntity,his personal
POST_141,mentionsEntity,in defeats
POST_141,mentionsEntity,in dubai
POST_141,mentionsEntity,india in
POST_141,mentionsEntity,is subjective
POST_141,mentionsEntity,matches to
POST_141,mentionsEntity,now on
POST_141,mentionsEntity,pakistan lost
POST_141,mentionsEntity,personal achievements
POST_141,mentionsEntity,super four
POST_141,mentionsEntity,the celebration
POST_141,mentionsEntity,the super
POST_141,mentionsEntity,whether it
POST_141,mentionsEntity,with a
POST_141,postedAtHour,10
POST_141,postedAtMonth,Oct
POST_141,postedAtYear,2025
POST_142,hasKeyword,asia cup
POST_142,hasSentiment,sent_neutral
POST_142,isAboutEvent,2025
POST_142,isAboutEvent,Asia
POST_142,isAboutEvent,Cup
POST_142,mentionsEntity,Asia
POST_142,mentionsEntity,His
POST_142,mentionsEntity,It
POST_142,mentionsEntity,She
POST_142,mentionsEntity,So
POST_142,mentionsEntity,against minnows
POST_142,mentionsEntity,asia cup
POST_142,mentionsEntity,bytes and
POST_142,mentionsEntity,control her
POST_142,mentionsEntity,emotions now
POST_142,mentionsEntity,has just
POST_142,mentionsEntity,his brother
POST_142,mentionsEntity,in middle
POST_142,mentionsEntity,interviews and
POST_142,mentionsEntity,now this
POST_142,mentionsEntity,of her
POST_142,mentionsEntity,played one
POST_142,mentionsEntity,s enough
POST_142,mentionsEntity,s saying
POST_142,mentionsEntity,she should
POST_142,mentionsEntity,so may
POST_142,mentionsEntity,this again
POST_142,mentionsEntity,weeding day
POST_142,postedAtHour,10
POST_142,postedAtMonth,Oct
POST_142,postedAtYear,2025
POST_143,hasKeyword,asia cup
POST_143,hasNumber,1
POST_143,hasNumber,2
POST_143,hasNumber,5
POST_143,hasSentiment,sent_positive
POST_143,isAboutEvent,2025
POST_143,isAboutEvent,Asia
POST_143,isAboutEvent,Cup
POST_143,mentionsEntity,Asia
POST_143,mentionsEntity,a good
POST_143,mentionsEntity,asia cup
POST_143,mentionsEntity,back up
POST_143,mentionsEntity,bare minimum
POST_143,mentionsEntity,bcci put
POST_143,mentionsEntity,before sanju
POST_143,mentionsEntity,can still
POST_143,mentionsEntity,even after
POST_143,mentionsEntity,i expected
POST_143,mentionsEntity,jitesh name
POST_143,mentionsEntity,know gg
POST_143,mentionsEntity,looks like
POST_143,mentionsEntity,sanju but
POST_143,mentionsEntity,sanju failures
POST_143,mentionsEntity,the way
POST_143,mentionsEntity,they are
POST_143,mentionsEntity,to say
POST_143,mentionsEntity,waiting for
POST_143,mentionsEntity,win without
POST_143,mentionsEntity,wk in
POST_143,postedAtHour,10
POST_143,postedAtMonth,Oct
POST_143,postedAtYear,2025
POST_144,hasKeyword,asia cup
POST_144,hasSentiment,sent_negative
POST_144,isAboutEvent,2025
POST_144,isAboutEvent,Asia
POST_144,isAboutEvent,Cup
POST_144,mentionsEntity,Asia
POST_144,mentionsEntity,all caps
POST_144,mentionsEntity,asia cup
POST_144,mentionsEntity,haunts them
POST_144,mentionsEntity,loss still
POST_144,postedAtHour,10
POST_144,postedAtMonth,Oct
POST_144,postedAtYear,2025
POST_145,hasKeyword,asia cup
POST_145,hasSentiment,sent_neutral
POST_145,isAboutEvent,2025
POST_145,isAboutEvent,Asia
POST_145,isAboutEvent,Cup
POST_145,mentionsEntity,asia cup
POST_145,postedAtHour,10
POST_145,postedAtMonth,Oct
POST_145,postedAtYear,2025
POST_146,hasKeyword,asia cup
POST_146,hasKeyword,asia cup final
POST_146,hasSentiment,sent_negative
POST_146,isAboutEvent,2025
POST_146,isAboutEvent,Asia
POST_146,isAboutEvent,Cup
POST_146,mentionsEntity,Ajit Agarkar
POST_146,mentionsEntity,Asia Cup
POST_146,mentionsEntity,Australia
POST_146,mentionsEntity,Centre
POST_146,mentionsEntity,Excellence
POST_146,mentionsEntity,Hardik Pandya
POST_146,mentionsEntity,India
POST_146,mentionsEntity,ajit agarkar
POST_146,mentionsEntity,and will
POST_146,mentionsEntity,at the
POST_146,mentionsEntity,bcci selector
POST_146,mentionsEntity,centre of
POST_146,mentionsEntity,confirmed he
POST_146,mentionsEntity,cup final
POST_146,mentionsEntity,excellence soon
POST_146,mentionsEntity,from india
POST_146,mentionsEntity,hardik pandya
POST_146,mentionsEntity,is missing
POST_146,mentionsEntity,quadriceps injury
POST_146,mentionsEntity,s unavailable
POST_146,mentionsEntity,squad for
POST_146,mentionsEntity,start rehab
POST_146,mentionsEntity,sustained before
POST_146,mentionsEntity,the asia
POST_146,mentionsEntity,the australia
POST_146,mentionsEntity,to a
POST_146,mentionsEntity,tour due
POST_146,postedAtHour,10
POST_146,postedAtMonth,Oct
POST_146,postedAtYear,2025
POST_147,hasKeyword,asia cup
POST_147,hasSentiment,sent_positive
POST_147,isAboutEvent,2025
POST_147,isAboutEvent,Asia
POST_147,isAboutEvent,Cup
POST_147,mentionsEntity,Asia Cup
POST_147,mentionsEntity,Gill
POST_147,mentionsEntity,They
POST_147,mentionsEntity,Vice
POST_147,mentionsEntity,Yashasvi
POST_147,mentionsEntity,a brilliant
POST_147,mentionsEntity,a chance
POST_147,mentionsEntity,a great
POST_147,mentionsEntity,a player
POST_147,mentionsEntity,and as
POST_147,mentionsEntity,and yashasvi
POST_147,mentionsEntity,asia cup
POST_147,mentionsEntity,but he
POST_147,mentionsEntity,captain with
POST_147,mentionsEntity,chance at
POST_147,mentionsEntity,chosen as
POST_147,mentionsEntity,failed yet
POST_147,mentionsEntity,gill a
POST_147,mentionsEntity,gill doesn
POST_147,mentionsEntity,he is
POST_147,mentionsEntity,is worthless
POST_147,mentionsEntity,no potential
POST_147,mentionsEntity,player still
POST_147,mentionsEntity,t deserves
POST_147,mentionsEntity,t get
POST_147,mentionsEntity,they gave
POST_147,mentionsEntity,to be
POST_147,mentionsEntity,vice captain
POST_147,mentionsEntity,who is
POST_147,postedAtHour,10
POST_147,postedAtMonth,Oct
POST_147,postedAtYear,2025
POST_148,hasKeyword,asia cup
POST_148,hasNumber,0
POST_148,hasNumber,6
POST_148,hasSentiment,sent_neutral
POST_148,isAboutEvent,2025
POST_148,isAboutEvent,Asia
POST_148,isAboutEvent,Cup
POST_148,mentionsEntity,Asia
POST_148,mentionsEntity,Bolne
POST_148,mentionsEntity,Even
POST_148,mentionsEntity,after being
POST_148,mentionsEntity,asia cup
POST_148,mentionsEntity,away with
POST_148,mentionsEntity,bolne mein
POST_148,mentionsEntity,even running
POST_148,mentionsEntity,for people
POST_148,mentionsEntity,kya hai
POST_148,mentionsEntity,who keep
POST_148,postedAtHour,10
POST_148,postedAtMonth,Oct
POST_148,postedAtYear,2025
POST_149,hasKeyword,asia cup
POST_149,hasSentiment,sent_neutral
POST_149,isAboutEvent,2025
POST_149,isAboutEvent,Asia
POST_149,isAboutEvent,Cup
POST_149,mentionsEntity,India Asia
POST_149,mentionsEntity,Laga
POST_149,mentionsEntity,Pakistan
POST_149,mentionsEntity,baten krne
POST_149,mentionsEntity,cup kia
POST_149,mentionsEntity,duniya k
POST_149,mentionsEntity,india asia
POST_149,mentionsEntity,jeet gya
POST_149,mentionsEntity,mitane ki
POST_149,mentionsEntity,naqshe se
POST_149,mentionsEntity,pakistan ko
POST_149,postedAtHour,10
POST_149,postedAtMonth,Oct
POST_149,postedAtYear,2025
POST_15,hasHashtag,#indiadeserves
POST_15,hasKeyword,cricket world cup
POST_15,hasKeyword,world cup
POST_15,hasKeyword,world cup 2025
POST_15,hasNumber,2025
POST_15,hasSentiment,sent_positive
POST_15,isAboutEvent,2025
POST_15,isAboutEvent,Cricket
POST_15,isAboutEvent,Cup
POST_15,isAboutEvent,World
POST_15,mentionsEntity,Cricket World Cup
POST_15,mentionsEntity,Handover
POST_15,mentionsEntity,Indiadeserves
POST_15,mentionsEntity,Men
POST_15,mentionsEntity,a mandatory
POST_15,mentionsEntity,but winner
POST_15,mentionsEntity,customary protocol
POST_15,mentionsEntity,handover of
POST_15,mentionsEntity,host country
POST_15,mentionsEntity,icc men
POST_15,mentionsEntity,icc requirement
POST_15,mentionsEntity,indiadeserves its
POST_15,mentionsEntity,is a
POST_15,mentionsEntity,receiving the
POST_15,mentionsEntity,s cricket
POST_15,mentionsEntity,s representative
POST_15,mentionsEntity,trophy is
POST_15,mentionsEntity,trophy via
POST_15,mentionsEntity,world cup
POST_15,mentionsUser,accmedia1
POST_15,mentionsUser,bcci
POST_15,mentionsUser,icc
POST_15,mentionsUser,mohsinnaqvic42
POST_15,mentionsUser,shuklarajiv
POST_15,mentionsUser,therealpcb
POST_15,postedAtHour,9
POST_15,postedAtMonth,Sep
POST_15,postedAtYear,2025
POST_150,hasKeyword,asia cup
POST_150,hasNumber,10
POST_150,hasNumber,2023
POST_150,hasNumber,2024
POST_150,hasNumber,2027
POST_150,hasSentiment,sent_positive
POST_150,isAboutEvent,2025
POST_150,isAboutEvent,Asia
POST_150,isAboutEvent,Cup
POST_150,mentionsEntity,Asia
POST_150,mentionsEntity,At
POST_150,mentionsEntity,Champions
POST_150,mentionsEntity,Gill
POST_150,mentionsEntity,He
POST_150,mentionsEntity,India
POST_150,mentionsEntity,Indian
POST_150,mentionsEntity,Leave
POST_150,mentionsEntity,No
POST_150,mentionsEntity,Rohit
POST_150,mentionsEntity,able to
POST_150,mentionsEntity,age aside
POST_150,mentionsEntity,among the
POST_150,mentionsEntity,and aggressive
POST_150,mentionsEntity,and is
POST_150,mentionsEntity,asia cup
POST_150,mentionsEntity,at many
POST_150,mentionsEntity,but gill
POST_150,mentionsEntity,but rohit
POST_150,mentionsEntity,calm and
POST_150,mentionsEntity,can never
POST_150,mentionsEntity,captain on
POST_150,mentionsEntity,champions trophy
POST_150,mentionsEntity,composed leadership
POST_150,mentionsEntity,elected as
POST_150,mentionsEntity,few examples
POST_150,mentionsEntity,field which
POST_150,mentionsEntity,for semi
POST_150,mentionsEntity,gill isn
POST_150,mentionsEntity,gill performed
POST_150,mentionsEntity,has a
POST_150,mentionsEntity,he reads
POST_150,mentionsEntity,in his
POST_150,mentionsEntity,india was
POST_150,mentionsEntity,is being
POST_150,mentionsEntity,is often
POST_150,mentionsEntity,leave his
POST_150,mentionsEntity,manage good
POST_150,mentionsEntity,no hope
POST_150,mentionsEntity,no offence
POST_150,mentionsEntity,not even
POST_150,mentionsEntity,of time
POST_150,mentionsEntity,overs because
POST_150,mentionsEntity,replace rohit
POST_150,mentionsEntity,rohit was
POST_150,mentionsEntity,score within
POST_150,mentionsEntity,so bad
POST_150,mentionsEntity,style in
POST_150,mentionsEntity,t having
POST_150,mentionsEntity,t know
POST_150,mentionsEntity,tactics which
POST_150,mentionsEntity,team won
POST_150,mentionsEntity,that final
POST_150,mentionsEntity,the game
POST_150,mentionsEntity,these are
POST_150,mentionsEntity,this year
POST_150,mentionsEntity,under his
POST_150,mentionsEntity,very ahead
POST_150,mentionsEntity,very passionate
POST_150,mentionsEntity,very sure
POST_150,mentionsEntity,wc also
POST_150,mentionsEntity,we are
POST_150,mentionsEntity,we don
POST_150,mentionsEntity,what basis
POST_150,mentionsEntity,where indian
POST_150,mentionsEntity,worst in
POST_150,mentionsEntity,yet a
POST_150,mentionsEntity,yet he
POST_150,postedAtHour,10
POST_150,postedAtMonth,Oct
POST_150,postedAtYear,2025
POST_151,hasKeyword,asia cup
POST_151,hasKeyword,asia cup final
POST_151,hasSentiment,sent_neutral
POST_151,isAboutEvent,2025
POST_151,isAboutEvent,Asia
POST_151,isAboutEvent,Cup
POST_151,mentionsEntity,Asia
POST_151,mentionsEntity,Eventually
POST_151,mentionsEntity,Mumbai Lobby
POST_151,mentionsEntity,a result
POST_151,mentionsEntity,asia cup
POST_151,mentionsEntity,eventually won
POST_151,mentionsEntity,final as
POST_151,mentionsEntity,of mumbai
POST_151,postedAtHour,10
POST_151,postedAtMonth,Oct
POST_151,postedAtYear,2025
POST_152,hasKeyword,asia cup
POST_152,hasKeyword,asia cup trophy
POST_152,hasSentiment,sent_neutral
POST_152,isAboutEvent,2025
POST_152,isAboutEvent,Asia
POST_152,isAboutEvent,Cup
POST_152,mentionsEntity,Asia Cup
POST_152,mentionsEntity,Haan
POST_152,mentionsEntity,Mohsin Naqvi
POST_152,mentionsEntity,Pakistan
POST_152,mentionsEntity,Shaheed Zulfiqar Ali Bhutto Excellence Gold Medal
POST_152,mentionsEntity,ali bhutto
POST_152,mentionsEntity,cup trophy
POST_152,mentionsEntity,excellence gold
POST_152,mentionsEntity,ise national
POST_152,mentionsEntity,isliye yeh
POST_152,mentionsEntity,ja raha
POST_152,mentionsEntity,kaam sahi
POST_152,mentionsEntity,ke liye
POST_152,mentionsEntity,ke mamle
POST_152,mentionsEntity,medal milne
POST_152,mentionsEntity,mein stance
POST_152,mentionsEntity,mutabiq mohsin
POST_152,mentionsEntity,naqvi ko
POST_152,mentionsEntity,pakistan mein
POST_152,mentionsEntity,pride ka
POST_152,mentionsEntity,reports ke
POST_152,mentionsEntity,samjha jaata
POST_152,mentionsEntity,shaheed zulfiqar
POST_152,mentionsEntity,symbol maana
POST_152,mentionsEntity,unke asia
POST_152,mentionsEntity,wala hai
POST_152,postedAtHour,10
POST_152,postedAtMonth,Oct
POST_152,postedAtYear,2025
POST_153,hasKeyword,asia cup
POST_153,hasSentiment,sent_positive
POST_153,isAboutEvent,2025
POST_153,isAboutEvent,Asia
POST_153,isAboutEvent,Cup
POST_153,mentionsEntity,And
POST_153,mentionsEntity,Asia
POST_153,mentionsEntity,But
POST_153,mentionsEntity,Was
POST_153,mentionsEntity,about bcci
POST_153,mentionsEntity,and now
POST_153,mentionsEntity,asia cup
POST_153,mentionsEntity,bccinowglad i
POST_153,mentionsEntity,but i
POST_153,mentionsEntity,cricket ever
POST_153,mentionsEntity,disgusting to
POST_153,mentionsEntity,even think
POST_153,mentionsEntity,forgot we
POST_153,mentionsEntity,from previous
POST_153,mentionsEntity,have some
POST_153,mentionsEntity,heal the
POST_153,mentionsEntity,him win
POST_153,mentionsEntity,i feel
POST_153,mentionsEntity,odi wc
POST_153,mentionsEntity,t watch
POST_153,mentionsEntity,that odi
POST_153,mentionsEntity,to be
POST_153,mentionsEntity,to see
POST_153,mentionsEntity,was left
